Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
mediterranean,Mediterranean Tuna Melt,mediterranean,202.42,228.61,64.46,2022-10-16,16:44:03,0.8854380823236078,3.5465404902264974
mediterranean,Mediterranean Chicken recipes,mediterranean,201.51,56.78,217.33,2022-10-16,16:44:03,3.54896090172596,0.2612616757925735
mediterranean,Mediterranean Chopped Salad,mediterranean,4.17,19.13,31.41,2022-10-16,16:44:03,0.21798222686879248,0.6090417064629099
mediterranean,Mediterranean Mixed Grill,mediterranean,254.79,121.16,217.51,2022-10-16,16:44:03,2.102921756355233,0.5570318606041101
mediterranean,Mediterranean Garbanzo Salad,mediterranean,19.9,103.46,8.1,2022-10-16,16:44:03,0.19234486758167407,12.77283950617284
mediterranean,Eggplant Mediterranean Style,mediterranean,7.39,38.84,29.79,2022-10-16,16:44:03,0.1902677651905252,1.3037932192010744
mediterranean,Mediterranean Chuck Roast,mediterranean,193.16,58.12,46.71,2022-10-16,16:44:03,3.323468685478321,1.244273174909013
mediterranean,Mediterranean Marinated Shrimp,mediterranean,197.38,37.84,129.9,2022-10-16,16:44:03,5.216173361522198,0.29130100076982296
mediterranean,Mediterranean Tofu Salad,asian,79.91,31.75,68.77,2022-10-16,16:44:03,2.5168503937007873,0.46168387378217246
mediterranean,Mediterranean Catfish Spaghetti,mediterranean,342.11,1796.28,42.97,2022-10-16,16:44:03,0.19045471752733428,41.80311845473586
mediterranean,Mediterranean-Style Tuna,mediterranean,107.1,28.0,51.06,2022-10-16,16:44:03,3.8249999999999997,0.5483744614179397
mediterranean,Mediterranean Pepper Soup,mediterranean,108.38,99.73,120.17,2022-10-16,16:44:03,1.0867341822921888,0.8299076308562869
mediterranean,Mini Mediterranean Pizzas,italian,31.3,117.03,38.37,2022-10-16,16:44:03,0.267452789882936,3.050039093041439
mediterranean,Mediterranean Deviled Eggs,mediterranean,77.75,15.51,91.47,2022-10-16,16:44:03,5.012894906511928,0.1695637914070187
mediterranean,Mediterranean Orzo Salad,mediterranean,57.29,204.87,200.13,2022-10-16,16:44:03,0.2796407477912823,1.0236846050067456
mediterranean,Chopped Mediterranean Salad,mediterranean,46.21,149.64,49.47,2022-10-16,16:44:10,0.3088078053996258,3.02486355366889
mediterranean,Mediterranean Breakfast Sandwiches,mediterranean,50.25,111.92,52.68,2022-10-16,16:44:10,0.44898141529664043,2.1245254365983297
mediterranean,Mediterranean Beef Ragout,mediterranean,215.1,87.94,80.07,2022-10-16,16:44:10,2.445985899476916,1.0982889971275136
mediterranean,Mediterranean Chicken Pizza,italian,132.19,188.73,117.34,2022-10-16,16:44:10,0.7004185873999894,1.6084029316516106
mediterranean,Mediterranean Hummus Trifle,mediterranean,158.51,400.73,182.47,2022-10-16,16:44:10,0.3955531155640955,2.196141831533951
mediterranean,Mediterranean Tuna Wrap,mediterranean,48.73,54.13,13.12,2022-10-16,16:44:10,0.9002401625715868,4.125762195121951
mediterranean,Mediterranean Bean Salad,mediterranean,51.53,121.44,71.63,2022-10-16,16:44:10,0.4243247694334651,1.6953790311322072
mediterranean,Mediterranean Shrimp Salad,mediterranean,122.76,142.57,38.35,2022-10-16,16:44:10,0.8610507119309814,3.7176010430247715
mediterranean,Mediterranean Steak Salad,mediterranean,82.5,46.84,121.42,2022-10-16,16:44:10,1.7613151152860802,0.3857684071816834
mediterranean,Mediterranean Tuna Panini,italian,161.8,120.49,36.58,2022-10-16,16:44:10,1.3428500290480538,3.2938764352104974
mediterranean,Mediterranean Chickpea Salad,mediterranean,34.42,122.29,21.7,2022-10-16,16:44:10,0.28146209829094776,5.635483870967742
mediterranean,Mediterranean Salad-Wraps,mediterranean,39.99,123.57,30.42,2022-10-16,16:44:10,0.32362223840738047,4.062130177514793
mediterranean,Mediterranean Salmon Spread,nordic,42.54,28.04,12.41,2022-10-16,16:44:10,1.5171184022824538,2.2594681708299755
mediterranean,Mediterranean Portobello Burger,mediterranean,50.92,214.43,46.68,2022-10-16,16:44:10,0.23746677237326866,4.593616109682948
mediterranean,Mediterranean Deviled Eggs,mediterranean,77.75,15.51,91.47,2022-10-16,16:44:10,5.012894906511928,0.1695637914070187
mediterranean,Spicy Mediterranean Vinaigrette,mediterranean,3.6,35.43,55.33,2022-10-16,16:44:10,0.10160880609652836,0.6403397795047895
mediterranean,Mediterranean Salad Tarts,mediterranean,62.33,231.79,162.89,2022-10-16,16:44:10,0.268907200483196,1.4229848363926576
mediterranean,Mediterranean Artichoke Dip,mediterranean,199.98,127.87,391.13,2022-10-16,16:44:10,1.5639321185579103,0.32692455193925296
mediterranean,Mediterranean Tuna Salad,mediterranean,115.89,185.04,90.82,2022-10-16,16:44:10,0.6262970168612192,2.037436687954195
mediterranean,Mediterranean Chopped Salad,mediterranean,137.13,149.69,36.17,2022-10-16,16:44:10,0.9160932594027656,4.138512579485761
mediterranean,Mediterranean Beef Stew,mediterranean,98.1,168.47,129.44,2022-10-16,16:44:16,0.5822995192022318,1.3015296662546354
mediterranean,Mediterranean Chickpea Salad,mediterranean,75.79,228.21,155.77,2022-10-16,16:44:16,0.33210639323430174,1.4650446170636193
mediterranean,Mediterranean snack wrap,mediterranean,12.48,17.54,35.05,2022-10-16,16:44:16,0.7115165336374003,0.5004279600570614
mediterranean,Mediterranean Chickpea Burgers,mediterranean,116.19,238.09,58.18,2022-10-16,16:44:16,0.4880087361921962,4.092299759367481
mediterranean,Mediterranean Fish Tacos,mediterranean,246.13,356.22,122.85,2022-10-16,16:44:16,0.6909494132839256,2.8996336996337
mediterranean,Mediterranean Orzo Salad,mediterranean,115.71,449.14,160.0,2022-10-16,16:44:16,0.2576256846417598,2.807125
mediterranean,Mediterranean Orzo Salad,mediterranean,66.87,264.16,108.36,2022-10-16,16:44:16,0.2531420351302241,2.4377999261720196
mediterranean,Mediterranean Grilled Eggplant,mediterranean,34.38,112.75,162.01,2022-10-16,16:44:16,0.30492239467849225,0.6959446947719277
mediterranean,Mediterranean Tuna Melts,mediterranean,157.43,142.85,80.43,2022-10-16,16:44:16,1.102065103255163,1.776078577645157
mediterranean,Mediterranean Bison Sliders,american,304.97,668.16,248.16,2022-10-16,16:44:16,0.4564325909961686,2.692456479690522
mediterranean,Mediterranean Pasta Salad,mediterranean,73.89,371.77,176.18,2022-10-16,16:44:16,0.1987519165075181,2.110171415597684
mediterranean,Mediterranean Baked Penne,mediterranean,186.1,469.49,137.13,2022-10-16,16:44:16,0.39638756949029796,3.4236855538540074
mediterranean,Mediterranean Turkey Burgers,american,104.48,26.48,135.66,2022-10-16,16:44:16,3.9456193353474323,0.1951938670204924
mediterranean,Mediterranean Roast Turkey,american,369.58,69.97,124.59,2022-10-16,16:44:16,5.281977990567386,0.5616020547395457
mediterranean,Mediterranean Vegetables recipes,mediterranean,16.19,88.02,29.36,2022-10-16,16:44:16,0.18393546921154286,2.9979564032697548
mediterranean,Mediterranean Tuna Wrap,mediterranean,85.78,114.06,62.98,2022-10-16,16:44:16,0.7520603191302823,1.8110511273420136
mediterranean,Mediterranean Orzo Pilaf,mediterranean,39.38,194.4,53.3,2022-10-16,16:44:16,0.20257201646090536,3.6472795497185744
mediterranean,Mediterranean-Style Frittata,italian,58.32,28.12,39.16,2022-10-16,16:44:16,2.073968705547653,0.718079673135853
mediterranean,Roasted Mediterranean Vegetables,mediterranean,26.17,162.14,73.21,2022-10-16,16:44:16,0.16140372517577406,2.2147247643764514
mediterranean,Mediterranean Chicken Salad,mediterranean,126.39,137.7,59.16,2022-10-16,16:44:16,0.9178649237472768,2.3275862068965516
mediterranean,Mediterranean fish gratins,french,276.13,118.02,84.93,2022-10-16,16:44:23,2.339688188442637,1.389614977039915
mediterranean,Mediterranean Turkey Burgers,american,148.73,79.54,113.29,2022-10-16,16:44:23,1.8698767915514205,0.7020919763438962
mediterranean,Mediterranean Vegetable Salad,mediterranean,28.89,120.63,97.89,2022-10-16,16:44:23,0.2394926635165382,1.2323015629788538
mediterranean,Mediterranean Summer Salad,mediterranean,55.89,205.66,72.34,2022-10-16,16:44:23,0.2717592142370904,2.8429637821398948
mediterranean,Mediterranean Cornish Hens,indian,201.99,305.31,155.22,2022-10-16,16:44:23,0.6615898594870787,1.966950135291844
mediterranean,Mediterranean Lamb Salad,mediterranean,127.34,143.93,91.39,2022-10-16,16:44:23,0.8847356353783089,1.5748987854251013
mediterranean,Mediterranean Farro Salad,mediterranean,85.01,216.9,97.87,2022-10-16,16:44:23,0.39193176579068695,2.2162051701236334
mediterranean,Mediterranean mac and cheese,american,92.93,346.28,85.18,2022-10-16,16:44:23,0.26836663971352664,4.065273538389293
mediterranean,Tapas Night Shrimp,mediterranean,63.46,12.11,207.31,2022-10-16,16:44:23,5.240297274979357,0.0584149341565771
mediterranean,Stuffed Mediterranean Baked Potato,mediterranean,38.87,199.05,9.32,2022-10-16,16:44:23,0.19527756845013813,21.357296137339056
mediterranean,Mediterranean Fish Stew,mediterranean,157.38,149.14,33.65,2022-10-16,16:44:23,1.0552501005766395,4.432095096582466
mediterranean,Mediterranean Lettuce Wraps,mediterranean,83.08,245.78,128.92,2022-10-16,16:44:23,0.3380258768003906,1.906453614644741
mediterranean,Mediterranean Deviled Eggs,mediterranean,63.16,15.43,92.25,2022-10-16,16:44:23,4.093324692158133,0.16726287262872627
mediterranean,Mediterranean Pasta Salad,mediterranean,55.96,176.21,24.88,2022-10-16,16:44:23,0.31757561999886497,7.082395498392284
mediterranean,Mediterranean Cod Packets,mediterranean,135.89,107.54,73.46,2022-10-16,16:44:23,1.2636228380137622,1.4639259460931122
mediterranean,Helen’s Mediterranean pie,mediterranean,118.05,472.46,69.56,2022-10-16,16:44:23,0.24986242221563731,6.7921219091431855
mediterranean,Mediterranean-Style Chicken,mediterranean,192.56,246.8,76.6,2022-10-16,16:44:23,0.7802269043760129,3.221932114882507
mediterranean,Mediterranean Cabbage Soup,mediterranean,47.06,183.94,31.28,2022-10-16,16:44:23,0.255844297053387,5.880434782608695
mediterranean,Mediterranean Fish Stew,french,219.81,241.58,69.68,2022-10-16,16:44:30,0.909884924248696,3.46699196326062
mediterranean,Mediterranean Potato Salad,mediterranean,51.53,385.4,94.8,2022-10-16,16:44:30,0.13370524130773223,4.065400843881856
mediterranean,5 Layer Mediterranean Dip,mediterranean,14.33,17.24,21.07,2022-10-16,16:44:30,0.8312064965197217,0.8182249644043663
mediterranean,Mediterranean Bulgar Salad,mediterranean,87.67,300.32,166.03,2022-10-16,16:44:30,0.29192194992008524,1.8088297295669458
mediterranean,Mediterranean Halibut Sandwiches,mediterranean,108.97,205.46,131.17,2022-10-16,16:44:30,0.5303708751095103,1.5663642601204546
mediterranean,Savory Beet and Brussels Sprout Tart,american,79.92,157.36,256.33,2022-10-16,16:44:30,0.5078800203355364,0.613896149494792
mediterranean,Mediterranean Whole Roasted Cauliflower,mediterranean,21.09,45.43,96.95,2022-10-16,16:44:30,0.4642306845696676,0.46859205776173285
mediterranean,Mediterranean Madness Salad,mediterranean,68.41,261.92,74.05,2022-10-16,16:44:30,0.26118662186927305,3.537069547602971
mediterranean,Mediterranean Vegetable Salad,mediterranean,46.25,214.54,100.01,2022-10-16,16:44:30,0.2155775146825767,2.1451854814518545
mediterranean,Mediterranean Mac and Cheese,american,114.32,399.02,98.32,2022-10-16,16:44:30,0.28650192972783317,4.058380797396257
mediterranean,Mediterranean vegetables with lamb,mediterranean,66.63,61.59,29.73,2022-10-16,16:44:30,1.0818314661471016,2.0716448032290615
mediterranean,Mediterranean Spinach Strata,american,193.5,358.13,119.93,2022-10-16,16:44:30,0.5403065925781141,2.9861585925122984
mediterranean,Easy Mediterranean Grilled Chicken,french,226.5,25.46,235.68,2022-10-16,16:44:30,8.896307934014139,0.10802783435166327
mediterranean,Mediterranean Chicken Salad,mediterranean,122.02,103.08,133.39,2022-10-16,16:44:30,1.1837407838571983,0.7727715720818653
mediterranean,Mediterranean Pasta With Broccoli,mediterranean,91.7,315.68,111.15,2022-10-16,16:44:30,0.2904840344652813,2.8401259559154295
mediterranean,Penne Rigate with Mixed Greens and Pine Nuts,italian,98.21,362.25,126.16,2022-10-16,16:44:30,0.2711111111111111,2.8713538363982245
mediterranean,Mediterranean Shrimp and Bulgur,mediterranean,119.32,113.6,44.36,2022-10-16,16:44:30,1.0503521126760564,2.5608656447249776
mediterranean,Mediterranean Penne with Sausage,mediterranean,114.96,295.14,44.41,2022-10-16,16:44:30,0.3895100630209392,6.645800495383923
mediterranean,Mediterranean Mostaccioli with Feta,mediterranean,94.74,204.03,43.24,2022-10-16,16:44:30,0.4643434789001617,4.71854764107308
mediterranean,Mediterranean Roasted Broccoli & Tomatoes,mediterranean,12.75,37.15,18.78,2022-10-16,16:44:30,0.3432032301480485,1.9781682641107559
mediterranean,Mediterranean Olive Hummus recipes,mediterranean,22.48,72.94,28.65,2022-10-16,16:44:36,0.308198519330957,2.5458987783595113
mediterranean,Mediterranean Tuna Cold Plate,mediterranean,19.93,38.85,28.8,2022-10-16,16:44:36,0.512998712998713,1.3489583333333333
mediterranean,Stuffed Mediterranean Baked Potato,mediterranean,45.76,218.21,22.86,2022-10-16,16:44:36,0.2097062462765226,9.545494313210849
mediterranean,Mediterranean Chile Chicken Wings,mediterranean,119.97,72.43,99.75,2022-10-16,16:44:36,1.6563578627640478,0.7261152882205515
mediterranean,Grilled Mediterranean Chicken Salad,mediterranean,156.63,146.77,89.22,2022-10-16,16:44:36,1.0671799414049192,1.6450347455727417
mediterranean,Mediterranean Broccoli Pasta Salad,mediterranean,46.8,214.62,146.55,2022-10-16,16:44:36,0.21805982667039417,1.4644831115660184
mediterranean,Mediterranean Chicken Wrap recipes,mediterranean,27.28,54.43,11.69,2022-10-16,16:44:36,0.5011941943781003,4.65611633875107
mediterranean,Mediterranean Shrimp and Pasta,mediterranean,75.5,124.6,46.83,2022-10-16,16:44:36,0.6059390048154093,2.6606875934230194
mediterranean,Mediterranean Stuffed Chicken Breasts,mediterranean,216.89,14.55,57.17,2022-10-16,16:44:36,14.906529209621992,0.25450411054748995
mediterranean,Mediterranean chicken tray bake,mediterranean,168.78,35.86,101.78,2022-10-16,16:44:36,4.706636921360848,0.35232855177834543
mediterranean,Crowd-Pleasing Mediterranean Salad,mediterranean,40.06,82.28,122.78,2022-10-16,16:44:36,0.48687408847836655,0.670141716892002
mediterranean,Chicken-Arugula Focaccia Sandwiches,italian,63.36,103.49,44.53,2022-10-16,16:44:36,0.6122330659967147,2.324051201437233
mediterranean,Mediterranean Grilled Vegetable Soup,mediterranean,13.42,66.73,7.59,2022-10-16,16:44:36,0.2011089465008242,8.79183135704875
mediterranean,Mediterranean-style Grilled Sardines,mediterranean,24.99,30.4,46.94,2022-10-16,16:44:36,0.8220394736842105,0.6476352790796762
mediterranean,Mediterranean Chickpea Quinoa Bowl,mediterranean,61.46,208.07,99.16,2022-10-16,16:44:36,0.29538136204162063,2.098325937878177
mediterranean,Mediterranean-Style Bean Salad,mediterranean,77.52,122.27,71.98,2022-10-16,16:44:36,0.6340067064692892,1.698666296193387
mediterranean,Mediterranean Shrimp and Pasta,mediterranean,135.8,196.97,49.74,2022-10-16,16:44:36,0.6894450931613952,3.959991958182549
mediterranean,Six Layer Mediterranean Dip,mediterranean,29.4,77.5,73.15,2022-10-16,16:44:36,0.3793548387096774,1.059466848940533
mediterranean,Stuffed Roasted Bell Peppers (Poivrons Farcis),middle eastern,33.96,33.52,63.65,2022-10-16,16:44:36,1.013126491646778,0.5266300078554597
mediterranean,Mediterranean Grilled Veggie Wraps,mediterranean,35.34,131.79,38.0,2022-10-16,16:44:36,0.268153881174596,3.468157894736842
mediterranean,Mediterranean Lentil & Kale Salad,mediterranean,76.31,187.12,35.35,2022-10-16,16:44:43,0.4078131680205216,5.293352192362093
mediterranean,Mediterranean Hummus Flat Bread,mediterranean,383.71,1117.03,407.58,2022-10-16,16:44:43,0.34350912688110435,2.7406398743804896
mediterranean,Mediterranean Tuna Salad recipes,mediterranean,70.89,16.12,7.68,2022-10-16,16:44:43,4.397642679900744,2.0989583333333335
mediterranean,"Grilled Whole Fish, Greek-Style",mediterranean,314.63,10.1,196.5,2022-10-16,16:44:43,31.15148514851485,0.051399491094147584
mediterranean,Mediterranean Chicken Packets recipes,mediterranean,207.97,77.55,52.58,2022-10-16,16:44:43,2.681753707285622,1.4748953974895398
mediterranean,Mediterranean Lamb Burgers recipes,mediterranean,133.6,104.57,186.81,2022-10-16,16:44:43,1.277613082145931,0.5597666077833092
mediterranean,Mediterranean fig & mozzarella salad,italian,39.62,102.71,97.15,2022-10-16,16:44:43,0.3857462759225002,1.0572310859495624
mediterranean,Mediterranean Grilled Cheese Skewers,mediterranean,68.59,38.41,161.2,2022-10-16,16:44:43,1.7857328820619633,0.23827543424317618
mediterranean,Mediterranean Tuna-Noodle Casserole,asian,343.82,471.09,209.11,2022-10-16,16:44:43,0.7298393088369526,2.252833436947061
mediterranean,Mediterranean Stuffed Pork Chops,mediterranean,174.71,9.39,98.21,2022-10-16,16:44:43,18.605963791267307,0.09561144486304858
mediterranean,Mediterranean Orzo Salad recipes,mediterranean,112.64,444.14,118.56,2022-10-16,16:44:43,0.2536137254019003,3.746120107962213
mediterranean,Mediterranean Crescent Pinwheels recipes,mediterranean,109.67,127.98,86.41,2022-10-16,16:44:43,0.8569307704328801,1.4810785788681866
mediterranean,Mediterranean Lemon Hummus Wrap,mediterranean,21.45,76.91,12.84,2022-10-16,16:44:43,0.2788974125601352,5.989875389408099
mediterranean,Mediterranean Tuna-Spinach Salad,mediterranean,71.64,25.0,23.37,2022-10-16,16:44:43,2.8656,1.0697475395806588
mediterranean,Mediterranean Yogurt Dip recipes,mediterranean,46.18,57.38,32.25,2022-10-16,16:44:43,0.8048100383408853,1.7792248062015505
mediterranean,Mediterranean Chicken Bake recipes,mediterranean,457.76,209.37,413.59,2022-10-16,16:44:43,2.18636862969862,0.5062259725815421
mediterranean,Mediterranean fig & mozzarella salad,italian,42.51,103.0,100.06,2022-10-16,16:44:43,0.41271844660194174,1.0293823705776535
mediterranean,Mediterranean Chopped Salad recipes,mediterranean,52.77,140.38,77.39,2022-10-16,16:44:43,0.3759082490383246,1.8139294482491277
mediterranean,Mediterranean Mezze Platter recipes,mediterranean,68.83,266.19,132.63,2022-10-16,16:44:43,0.2585747022803261,2.0070119882379553
mediterranean,Mediterranean Mashed Broccoli And Potatoes,mediterranean,33.22,134.41,57.05,2022-10-16,16:44:50,0.2471542295960122,2.356003505696757
mediterranean,Greek Barley Salad,mediterranean,35.38,106.67,55.96,2022-10-16,16:44:50,0.33167713508952845,1.9061829878484633
mediterranean,Mediterranean Chicken Salad Pitas,mediterranean,188.74,286.48,72.65,2022-10-16,16:44:50,0.6588243507400168,3.943289745354439
mediterranean,Slow-Cooker Mediterranean Stew,american,46.14,170.31,56.55,2022-10-16,16:44:50,0.27091773824202925,3.0116710875331565
mediterranean,Mediterranean Jalapeño Poppers recipes,mediterranean,21.35,26.15,87.65,2022-10-16,16:44:50,0.8164435946462716,0.29834569309754705
mediterranean,Mediterranean Quinoa Salad recipes,mediterranean,62.71,225.97,74.79,2022-10-16,16:44:50,0.2775147143426119,3.021393234389624
mediterranean,Grilled Mediterranean Potato Salad,mediterranean,28.22,185.36,98.99,2022-10-16,16:44:50,0.15224428139835994,1.8725123749873727
mediterranean,Mediterranean White Bean Salad,mediterranean,198.07,241.66,110.27,2022-10-16,16:44:50,0.8196226102789043,2.1915298812006894
mediterranean,Mixed Mediterranean Vegetable Bake,mediterranean,29.25,177.06,30.37,2022-10-16,16:44:50,0.16519823788546256,5.830095488969378
mediterranean,Mediterranean Grilled Chicken Kebabs,mediterranean,157.09,84.48,169.12,2022-10-16,16:44:50,1.859493371212121,0.49952696310312206
mediterranean,Mediterranean Lamb Burger recipes,mediterranean,149.82,145.23,290.32,2022-10-16,16:44:50,1.0316050402809338,0.5002411132543401
mediterranean,Mediterranean Chicken Stew recipes,mediterranean,165.83,183.79,32.66,2022-10-16,16:44:50,0.9022797758311117,5.627372933251684
mediterranean,Mediterranean Turkey Meat Loaf,american,120.07,72.86,57.3,2022-10-16,16:44:50,1.6479549821575623,1.2715532286212916
mediterranean,Mediterranean Roast Beef Pita,mediterranean,82.54,173.17,66.01,2022-10-16,16:44:50,0.47664145059767865,2.6233903953946367
mediterranean,Cold Provençal White Bean Salad,american,78.35,213.41,126.95,2022-10-16,16:44:50,0.3671336863314746,1.681055533674675
mediterranean,Mediterranean Braised Chard recipes,mediterranean,26.24,67.75,62.97,2022-10-16,16:44:50,0.3873062730627306,1.0759091630935367
mediterranean,Mediterranean Couscous Salad with Chickpeas,mediterranean,62.92,261.21,46.11,2022-10-16,16:44:50,0.24087898625626894,5.6649316851008455
mediterranean,Mediterranean Grilled Steak Wraps,mediterranean,107.46,145.52,115.87,2022-10-16,16:44:50,0.738455195162177,1.2558902218002934
mediterranean,Mediterranean Grilled Chicken Salad,mediterranean,169.19,99.96,176.9,2022-10-16,16:44:50,1.692577030812325,0.5650650084793668
mediterranean,Mediterranean inspired fish tacos,mediterranean,201.82,263.9,82.54,2022-10-16,16:44:50,0.764759378552482,3.1972377029319112
mediterranean,Mediterranean Turkey Sliders recipes,american,171.62,276.81,100.32,2022-10-16,16:44:56,0.6199920523102489,2.75927033492823
mediterranean,Mediterranean Udon Salad recipes,mediterranean,28.69,131.26,44.41,2022-10-16,16:44:56,0.21857382294682312,2.955640621481648
mediterranean,Zesty Mediterranean Quinoa Salad,mediterranean,44.57,175.14,114.78,2022-10-16,16:44:56,0.254482128582848,1.525875588081547
mediterranean,Mediterranean Lamb Burger recipes,mediterranean,150.52,112.82,298.33,2022-10-16,16:44:56,1.334160609820954,0.378171823148862
mediterranean,Mediterranean Roast Vegetables Pasta,mediterranean,20.46,67.02,37.55,2022-10-16,16:44:56,0.30528200537153094,1.784820239680426
mediterranean,Mediterranean Chicken Salad Sandwiches,mediterranean,65.28,133.12,65.89,2022-10-16,16:44:56,0.49038461538461536,2.0203369251783276
mediterranean,Mediterranean Beef Stew recipes,mediterranean,98.1,168.47,129.44,2022-10-16,16:44:56,0.5822995192022318,1.3015296662546354
mediterranean,Mediterranean Cucumber Salad recipes,mediterranean,64.85,129.27,126.54,2022-10-16,16:44:56,0.5016631855805678,1.0215742057847321
mediterranean,Beetroot Pasta with Mediterranean Flavors,mediterranean,54.14,148.37,47.94,2022-10-16,16:44:56,0.3648985643998113,3.094910304547351
mediterranean,Mediterranean Tuna Pasta recipes,mediterranean,179.69,280.95,123.53,2022-10-16,16:44:56,0.6395799964406478,2.2743463126366064
mediterranean,Mediterranean Fish En Papillote,american,65.75,17.32,9.5,2022-10-16,16:44:56,3.796189376443418,1.823157894736842
mediterranean,Mediterranean Warm Partridge Salad,mediterranean,65.74,134.05,43.7,2022-10-16,16:44:56,0.4904140246176799,3.0675057208237986
mediterranean,Mediterranean Veggie Burgers recipes,mediterranean,23.05,98.49,10.43,2022-10-16,16:44:56,0.23403391207229163,9.442953020134228
mediterranean,Mediterranean Chicken and Mushroom Skillet,mediterranean,139.15,41.59,47.86,2022-10-16,16:44:56,3.3457561913921614,0.8689928959465107
mediterranean,Mediterranean Couscous Salad recipes,mediterranean,125.93,479.51,173.01,2022-10-16,16:44:56,0.26262226022397867,2.7715738974625745
mediterranean,Pan-Seared Mediterranean Chicken,mediterranean,147.65,44.13,59.24,2022-10-16,16:44:56,3.3457965103104463,0.7449358541525997
mediterranean,Seared Mediterranean Tuna Steaks,mediterranean,169.63,19.19,32.74,2022-10-16,16:44:56,8.839499739447628,0.5861331704337203
mediterranean,Mediterranean Shrimp Caesar Salad,mediterranean,136.5,103.98,127.58,2022-10-16,16:44:56,1.3127524523946912,0.8150180279040602
mediterranean,Mediterranean Vegetable-Cheese Pie,mediterranean,71.89,108.28,34.5,2022-10-16,16:44:56,0.6639268562984854,3.1385507246376814
mediterranean,Mediterranean Rice-Stuffed Escarole,italian,89.29,219.85,159.32,2022-10-16,16:44:56,0.40614055037525587,1.3799271905598796
mediterranean,Mediterranean White Bean Soup,mediterranean,10.61,47.92,56.1,2022-10-16,16:45:04,0.22141068447412351,0.8541889483065954
mediterranean,Mediterranean Chicken Quinoa Bowl,south american,133.61,112.72,99.29,2022-10-16,16:45:04,1.1853264726756567,1.1352603484741666
mediterranean,Mediterranean Cod with Roasted Tomatoes,mediterranean,86.61,29.54,30.67,2022-10-16,16:45:04,2.9319566689234935,0.9631561786762307
mediterranean,Mediterranean Kale Soup Recipe,mediterranean,36.8,99.83,4.21,2022-10-16,16:45:04,0.3686266653310628,23.712589073634206
mediterranean,Mediterranean radicchio and farro salad,mediterranean,65.64,201.94,81.84,2022-10-16,16:45:04,0.3250470436763395,2.4674975562072334
mediterranean,Mediterranean Salmon en Papillote,nordic,62.61,22.08,52.67,2022-10-16,16:45:04,2.8355978260869565,0.4192139737991266
mediterranean,Mediterranean Chicken with Orzo Salad,mediterranean,96.13,76.13,85.73,2022-10-16,16:45:04,1.2627085248916328,0.8880205295695788
mediterranean,Silvana's Mediterranean & Basil Pasta,mediterranean,68.45,353.45,40.49,2022-10-16,16:45:04,0.19366246993917105,8.729315880464311
mediterranean,Mediterranean Tuna Antipasto Salad,mediterranean,160.84,321.64,85.89,2022-10-16,16:45:04,0.5000621813207313,3.7447898474793337
mediterranean,Mediterranean-Style Poached Eggs,mediterranean,81.71,211.34,46.37,2022-10-16,16:45:04,0.38662818207627514,4.557688160448566
mediterranean,Mediterranean Salmon Cooked in Parchment,nordic,96.98,37.39,72.95,2022-10-16,16:45:04,2.5937416421503077,0.5125428375599725
mediterranean,Zesty Mediterranean Couscous Salad,mediterranean,101.57,285.16,136.31,2022-10-16,16:45:04,0.3561860008416327,2.0919961851661655
mediterranean,Mediterranean Macaroni and Cheese recipes,mediterranean,85.21,247.19,119.88,2022-10-16,16:45:04,0.34471459201424004,2.061978645311979
mediterranean,Mediterranean Poached Eggs with Quinoa,mediterranean,78.76,211.12,90.15,2022-10-16,16:45:04,0.3730579765062524,2.3418746533555184
mediterranean,Mediterranean Flavors: Tzatziki Recipe,mediterranean,46.45,44.94,31.28,2022-10-16,16:45:04,1.0336003560302627,1.4367007672634269
mediterranean,Mediterranean Vegetable Soup with Couscous,mediterranean,24.29,83.22,6.49,2022-10-16,16:45:04,0.29187695265561164,12.822804314329737
mediterranean,Mediterranean Chicken and Couscous Salad,mediterranean,114.91,154.47,63.75,2022-10-16,16:45:04,0.7438984916164951,2.423058823529412
mediterranean,Vegan Mediterranean Pita Pockets,american,120.28,197.28,115.53,2022-10-16,16:45:04,0.6096918085969181,1.7076084133991172
mediterranean,Mediterranean Vinaigrette for Pasta Salad,mediterranean,23.57,49.84,180.53,2022-10-16,16:45:04,0.47291332263242375,0.27607599844901126
mediterranean,Mediterranean Shrimp & Rice Soup,mediterranean,181.55,156.15,34.61,2022-10-16,16:45:04,1.1626641050272175,4.511701820283156
mediterranean,Mediterranean chicken with roasted vegetables,mediterranean,80.43,95.36,59.9,2022-10-16,16:45:10,0.8434354026845639,1.5919866444073456
mediterranean,Mediterranean Couscous Cabbage Rolls,mediterranean,37.34,177.4,42.9,2022-10-16,16:45:10,0.21048478015783542,4.135198135198135
mediterranean,Mediterranean Roasted Fish & Vegetables,mediterranean,155.9,253.69,47.55,2022-10-16,16:45:10,0.61452954393157,5.335226077812829
mediterranean,Silvana's Mediterranean & basil pasta,mediterranean,68.54,353.53,40.51,2022-10-16,16:45:10,0.1938732215087829,8.726980992347569
mediterranean,Mediterranean Pressed Picnic Sandwich,south east asian,124.61,62.55,91.28,2022-10-16,16:45:10,1.9921662669864109,0.6852541630148992
